group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
IDPS, FirstCommandNotStartIDPS, This rule throws an error if the first command sent by the accessory is not StartIDPS. Note: Updated in 2.0 to always fire_ not just when the IDPS claim has been selected., CurrentMFiFirmwareSpecFileReference (Table 2-5), 1.3, NO, NO, NO, Error, the first command from the accessory must be StartIDPS
IDPS, FirstTokenNotIdentifyToken, This rule throws an error if the first token of the first SetFIDTokenValues command seen after (re)starting IDPS  is not an IdentifyToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory did not send IdentifyToken as the first token of the first SetFIDTokenValues command
IDPS, GeneralLingoNotInIdentifyToken, This rule throws an error if the accessory sends an IdentifyToken that does not identify for Gerneral Lingo., CurrentMFiFirmwareSpecFileReference (Table 3-68), 2.0, NO, NO, NO, Error, accessory must identify for General Lingo
IDPS, GetiPodOptionsForLingoDigitalAudioBeforeAnalogUSBAudioRoutingAccCap, The accessory must send GetiPodOptionsForLingo for the Digital Audio Lingo to make sure the iPod does not support the SetVideoDelay command before sending AccessoryCapsToken bit 21. The test for this rule only runs when the accessory is USB host because only USB host accessories are allowed to set bit 21 in an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (4.10.4.2), 2.0, NO, NO, NO, Error, accessory must send GetiPodOptionsForLingo for the Digital Audio lingo before sending AccessoryCapsToken bit 21
IDPS, GetiPodOptionsForLingoGeneralBeforeAnalogUSBAudioRoutingAccCap, The accessory must send GetiPodOptionsForLingo for the General Lingo to make sure the iPod supports analog USB audio routing (bit 26) command before sending AccessoryCapsToken bit 21. The test for this rule only runs when the accessory is USB host because only USB host accessories are allowed to set bit 21 in an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (4.10.4.2), 2.0, NO, NO, NO, Error, accessory must send GetiPodOptionsForLingo for the General lingo before sending AccessoryCapsToken bit 21
IDPS, IDPSCommandSentBeforeStartIDPSACKed, This rule throws an error if the accessory sends SetFIDTokenValues or EndIDPS without first waiting for the iPod to  ACK a previously sent StartIDPS., CurrentMFiFirmwareSpecFileReference (2.3.2.1), 1.3, NO, NO, NO, Error, accessory sent an IDPS command before iPodAck was sent in response to StartIDPS
IDPS, IDPSCommandSentWithoutStartIDPS, This rule throws an error if the accessory sends SetFIDTokenValues or EndIDPS without first sending StartIDPS., CurrentMFiFirmwareSpecFileReference (2.3.2), 1.3, NO, NO, NO, Error, accessory sent a SetFIDTokenValues or EndIDPS command without sending a StartIDPS first
IDPS, IDPSStartedButNotCompletedWithin3Seconds, This rule throws a warning if the time between iPodAck for StartIDPS and EndIDPS is greater than 3 seconds, CurrentMFiFirmwareSpecFileReference (2.3.2), 2.2, NO, NO, NO, Warning, accessory did not complete the IDPS process within 3 seconds
IDPS, IdentificationCommandSentTooSoonAfterFirstStartIDPS, Complicated_ but... Throw an error if the accessory sends IdentifyDeviceLingoes or Identify too soon after the first StartIDPS after device connection. _Too soon_ means within 3 seconds of the first StartIDPS being seen_ unless: a) the IDPS process completes successfully (IDPSStatus with status 0) b) the iPod sends a Bad Parameter ACK to that StartIDPS c) the accessory cancels the IDPS process (EndIDPS with status 2) d) the iPod responds with a _max connections reached_ NACK_ indicating that no more commands may be sent e) StartIDPS is NACKed such that NoIAPAfterStartIDPSNACK's error is thrown, CurrentMFiFirmwareSpecFileReference (2.3.2), 1.3, NO, NO, NO, Error, accessory sent Identify or IdentifyDeviceLingoes within 3 seconds of starting the IDPS process without first completing the IDPS process
IDPS, IdentifyingForAccessoryPowerLingoIsDeprecated, This rule throws a warning if the accessory tries to identify for Accessory Power lingo using StartIDPS_ IDL_ or legacy Identify., CurrentMFiFirmwareSpecFileReference (C.8), 2.2, NO, NO, NO, Warning, accessory tried to identify for Accessory Power lingo which is deprecated
IDPS, IdentifyingForMicrophoneLingoIsDeprecated, This rule throws a warning if the accessory trys to Identify for Microphone Lingo using StartIDPS_ IDL_ or legacy Identify., CurrentMFiFirmwareSpecFileReference (C.5), 2.0, NO, NO, NO, Warning, accessory tried to identify for Microphone lingo which is deprecated
IDPS, LegacyIdentifyAfterIDPS, The purpose of this rule is to catch accessories that try to use IdentifyDeviceLingoes or legacy Identify with iPods that support IDPS.  That is_ we'll throw an error if IDL or Identify is used after the iPod has send IDPSStatus 0., CurrentMFiFirmwareSpecFileReference (2.3.2), 1.5, NO, NO, NO, Error, accessory sent Identify or IdentifyDeviceLingoes after the iPod indicated support for StartIDPS
IDPS, LineOutCapsWithoutLineOutPreferences, This rule throws a warning if the accessory indicates line out capability via an AccessoryCapsToken but did not set any  line out preferences via an iPodPreferenceToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Warning, accessory indicated line out capability in its AccessoryCapsToken but did not set a line out preference
IDPS, LineOutDisabledAfterLineOutPreferencesSet, Throw an error if we're disabling the line out capability but have already set line out preferences during the IDPS process. rdar://problem/11942207 Vet {Line_Video}OutDisabledAfterLineOutPreferencesSet, N/A, 1.3, NO, NO, NO, Error, accessory sent AccessoryCapsToken with line out disabled after setting line out preferences
IDPS, MaxConnectionsResponseIgnored, This rule throws an error if the accessory sends any command after the iPod NACKs a StartIDPS or IdentifyDeviceLingoes  command that no more connections are available., CurrentMFiFirmwareSpecFileReference (2.3.2.1), 1.3, NO, NO, NO, Error, accessory sent a command after being notified the iPod has reached its maximum number of connections
IDPS, MicrophoneCapsTokenDeprecated, This rule throws a warning if the accessory sends the deprecated MicrophoneCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 2.0, NO, NO, NO, Warning, MicrophoneCapsToken is deprecated
IDPS, NoIAPAfterStartIDPSNACK, This rule throws an error if the accessory sends any iAP command after receiving an ACK for StartIDPS with a status value other than 0x00 (Success)_ 0x04 (Bad Parameter)_ or 0x06 (Command Pending)., CurrentMFiFirmwareSpecFileReference (Table 2-4), 1.5, NO, NO, NO, Error, accessory sent iAP command after receiving a negative iPodAck for StartIDPS
IDPS, NoTimelyIDLAfterStartIDPSNACK, This rule throws an error if the accessory does not send an IdentifyDeviceLingoes command indicating unsupported accessory or General Lingo no auth and no Device ID within 800 ms of receiving an ACK with _Bad Parameter_ status in response to a StartIDPS command., CurrentMFiFirmwareSpecFileReference (Section 2.3), 1.3, NO, NO, NO, Error, accessory did not send an IdentifyDeviceLingoes with General lingo_ no options_ and a Device ID of 0x0 or all fields set to 0xFF within 800 ms of receiving Bad Parameter iPodAck for StartIDPS
IDPS, NoTimelyResponseToRetiPodAuthenticationInfo, This rule throws an error if the accessory fails to send AckiPodAuthenticatonInfo within 15 seconds of receiving RetiPodAuthenticationInfo, CurrentMFiFirmwareSpecFileReference (3.3.24), 2.2, NO, NO, NO, Error, accessory did not respond with AckiPodAuthenticatonInfo within 15 seconds of RetiPodAuthenticationInfo
IDPS, ProhibitedCommandSentDuringIDPS, This rule throws an error if the accessory sends a command other than GetiPodOptionsForLingo_ RequestLingoProtocolVersion_  SetFIDTokenValues_ EndIDPS_ or another StartIDPS during the IDPS process., CurrentMFiFirmwareSpecFileReference (2.3.2), 1.3, NO, NO, NO, Error, accessory may only send GetiPodOptionsForLingo_ RequestTransportMaxPayloadSize_ RequestLingoProtocolVersion_ SetFIDTokenValues_ EndIDPS_ or StartIDPS during the IDPS process
IDPS, RequiredAccessoryCapsTokenNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryCapsToken before sending an EndIDPS  requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first receiving an ACK for required AccessoryCapsToken
IDPS, RequiredAccessoryCapsTokenNotSent, This rule throws an error if the accessory does not send the required AccessoryCapsToken before sending an EndIDPS  requesting authentication., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending required AccessoryCapsToken
IDPS, RequiredAccessoryInfoTokenWithFirmwareVersionNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryInfoToken containing the accessory firmware version before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS before iPod accepted required firmware version AccessoryInfoToken
IDPS, RequiredAccessoryInfoTokenWithFirmwareVersionNotSent, This rule throws an error if the accessory does not send the required AccessoryInfoToken containing the accessory  firmware version before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending an AccessoryInfoToken with firmware version
IDPS, RequiredAccessoryInfoTokenWithHardwareVersionNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryInfoToken containing the accessory  hardware version before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first receiving an ACK for required AccessoryInfoToken with hardware version
IDPS, RequiredAccessoryInfoTokenWithHardwareVersionNotSent, This rule throws an error if the accessory does not send the required AccessoryInfoToken containing the accessory  hardware version before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending required AccessoryInfoToken with hardware version
IDPS, RequiredAccessoryInfoTokenWithManufacturerNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryInfoToken containing the  accessory manufacturer before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent EndIDPS before the iPod accepted required manufacturer name AccessoryInfoToken
IDPS, RequiredAccessoryInfoTokenWithManufacturerNotSent, This rule throws an error if the accessory does not send the required AccessoryInfoToken containing the accessory manufacturer  before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending an AccessoryInfoToken with manufacturer name
IDPS, RequiredAccessoryInfoTokenWithModelNumberNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryInfoToken containing  the accessory model number before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS before iPod accepted required model number AccessoryInfoToken
IDPS, RequiredAccessoryInfoTokenWithModelNumberNotSent, This rule throws an error if the accessory does not send the required AccessoryInfoToken containing the accessory  model number before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending an AccessoryInfoToken with model number
IDPS, RequiredAccessoryInfoTokenWithNameNotACKed, This rule throws an error if the accessory does not receive an ACK for the required AccessoryInfoToken containing  the accessory name before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent EndIDPS before iPod accepted required accessory name AccessoryInfoToken
IDPS, RequiredAccessoryInfoTokenWithNameNotSent, This rule throws an error if the accessory does not send the required AccessoryInfoToken containing the accessory  name before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first sending an AccessoryInfoToken with accessory name
IDPS, RequiredBundleSeedIDPrefTokenNotACKed, This rule throws an error if the accessory does not receive an ACK for the required BundleSeedIDPrefToken  before sending an EndIDPS requesting authentication but indicated _Communication with iOS Applications_  support in its AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory indicated caps support for \'Communication with iOS Applications\' in its AccessoryCapsToken but sent EndIDPS without first receiving an ACK for required BundleSeedIDPrefToken
IDPS, RequiredBundleSeedIDPrefTokenNotSent, This rule throws an error if the accessory does not send the required BundleSeedIDPrefToken before sending  an EndIDPS requesting authentication but indicated _Communication with iOS Applications_ support in  its AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory capabilities included \'Communication with iOS Applications\'_ but accessory did not send required BundleSeedIDPrefToken
IDPS, RequiredEAProtocolTokenNotACKed, This rule throws an error if the accessory does not receive an ACK for the required EAProtocolToken before sending  an EndIDPS requesting authentication but indicated _Communication with iOS Applications_ support in its AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory indicated caps support for \'Communication with iOS Applications\' in its AccessoryCapsToken but sent EndIDPS without iPod accepting required EAProtocolToken
IDPS, RequiredEAProtocolTokenNotSent, This rule throws an error if the accessory does not send the required EAProtocolToken before sending an EndIDPS  requesting authentication but indicated _Communication with iOS Applications_ support in its AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory indicated caps support for \'Communication with iOS Applications\' in its AccessoryCapsToken but sent EndIDPS without sending required EAProtocolToken
IDPS, RequiredIdentifyTokenNotACKed, This rule throws an error if the accessory does not receive an ACK for the required IdentifyToken before sending an EndIDPS  requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without first receiving an ACK for required IdentifyToken
IDPS, RequiredMicrophoneCapsTokenNotACKed, This rule throws an error if the accessory identifies for Microphone Lingo but does not receive an ACK for a  MicrophoneLingoToken before sending an EndIDPS requesting auth., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory identified for Microphone lingo but sent EndIDPS before iPod accepted required MicrophoneCapsToken
IDPS, RequiredMicrophoneCapsTokenNotSent, This rule throws an error if the accessory identifies for Microphone Lingo but does not send the required  MicrophoneCapsToken before sending an EndIDPS requesting authentication., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory did not send required MicrophoneCapsToken before sending EndIDPS after identifying for Microphone lingo
IDPS, RetriedUnsupportedToken, This rule throws an error if the accessory resends a token that the iPod responded to with a RetFIDTokenValues with status 3., CurrentMFiFirmwareSpecFileReference (Table 3-86), 1.4, NO, NO, NO, Error, accessory retried setting an unsupported token
IDPS, SetFIDTokenValuesSentWhileAckFIDTokenValuesPending, This rule throws an error if the accessory sends a SetFIDTokenValues command while a RetFIDTokenValuesACKs response from the iPod is pending., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent another SetFIDTokenValues before receiving an AckFIDTokenValues for a previous one
IDPS, SetFIDTokenValuesWithoutGetiPodOptionsForLingo, This rule throws a warning if the accessory doesn't attempt to check the iPod's options using GetiPodOptionsForLingo before sending SetFIDTokenValues, CurrentMFiFirmwareSpecFileReference (2.3.3), 2.2, NO, NO, NO, Warning, accessory should check Apple device capabilities using GetiPodOptionsForLingo before using SetFIDTokenValues
IDPS, SetVideoDelayWithoutRetiPodOptionsForLingo, Before sending this command_ the accessory must verify that RetiPodOptionsForLingo reports that bit 00 for Lingo 0x0A is set. If not set_ then this rule will throw an error when SetVideoDelay is used., CurrentMFiFirmwareSpecFileReference (4.10.4.2), 2.0, NO, NO, NO, Error, accessory sent SetVideoDelay without first receiving RetiPodOptionsForLingo for Digital Audio lingo with option bit 0x00 set
IDPS, StartIDPSRetriedTooQuickly, This rule throws an error if the accessory sends a StartIDPS command within 500 ms of a previous StartIDPS that was not ACKed. rdar://problem/11939864 Vet StartIDPSRetriedTooQuickly, N/A, 1.3, NO, NO, NO, Error, accessory retried StartIDPS within 500 ms of previous StartIDPS
IDPS, StartIDPSSentAfterBadParameterNACK, This rule throws an error if the accessory sends another StartIDPS command after receiving an ACK with  Bad Parameter status and no transaction ID., CurrentMFiFirmwareSpecFileReference (Table 2-5), 1.3, NO, NO, NO, Error, accessory sent another StartIDPS even after receiving an ACK with 'Bad Parameter' status
IDPS, StartIDPSSentAfterRejection, This rule throws an error if the accessory sends a StartIDPS command after the iPod returns an IDPSStatus  indicating that the accessory is no longer eligible to use the IDPS process., CurrentMFiFirmwareSpecFileReference (Table 3-99), 1.3, NO, NO, NO, Error, accessory sent StartIDPS after iPod indicated that accessory could not retry the IDPS process
IDPS, UnrecognizedTransactionIDInResponse, This rule throws an error if the accessory responds to an iPod request without using a valid transaction ID that  the iPod provided., CurrentMFiFirmwareSpecFileReference (2.6.1.1), 1.3, NO, NO, NO, Error, accessory replied to command sent from iPod with unrecognized transaction ID
IDPS, VideoOutCapsWithoutVideoOutPreferences, This rule throws a warning if the accessory indicates video capability via an AccessoryCapsToken but did not set any  video preferences via an iPodPreferenceToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Warning, accessory indicated video out capability in its AccessoryCapsToken but did not set any video out preferences
IDPS, VideoOutDisabledAfterVideoOutPreferencesSet, Throw an error if we're disabling the video out capability but have already set some video out preferences during the IDPS process. rdar://problem/11942207 Vet {Line_Video}OutDisabledAfterLineOutPreferencesSet, N/A, 1.3, NO, NO, NO, Error, accessory sent AccessoryCapsToken with video out disabled after setting video out preferences
IDPS, VolumePollingOrInquiryWithoutAccessoryCapsTokenChecksVolume, This rule throws an error if the accessory requests volume change notifications via Display Remotes  SetRemoteEventNotification or inquires for volume information using GetiPodStateInfo without having  finished IDPS successfully with the iPod accepting an AccessoryCapsToken that indicated the accessory checks  iPod volume., CurrentMFiFirmwareSpecFileReference (4.3.11), 1.3, NO, NO, NO, Error, accessory registered for volume change notifications or inquired about volume levels without indicating that it checks volume in the AccessoryCapsToken it sent during IDPS
HiddenShared, Deprecated191kResistor30Pin, This rule throws a warning if the accessory has a 191kΩ resistor., CurrentMFiHardwareSpecFileReference (pg. 115), 2.2, NO, NO, NO, Warning, 191 kΩ ID resistors are deprecated
HiddenShared, Deprecated1MResistor30Pin, This rule throws a warning if the accessory has a 1MΩ resistor., CurrentMFiHardwareSpecFileReference (pg. 115), 2.2, NO, NO, NO, Warning, 1 MΩ ID resistors are deprecated
HiddenShared, Deprecated360kResistor30Pin, This rule throws an error if the accessory has a 360kΩ resistor. Changed to an error for radar rdar://problem/9098128, CurrentMFiHardwareSpecFileReference (pg. 115), 1.5, NO, NO, NO, Error, 360 kΩ ID resistors are deprecated
HiddenShared, FirstPacket20msDelayViolated, This rule throws an error if the delay between the first sync byte and the first full packet is less than 20 ms. (This rule is implemented as Obj-C code in processEvent in RulesetController.), CurrentMFiFirmwareSpecFileReference (2.2.1), 1.1, NO, NO, NO, Error, accessory did not wait 20 ms after the first sync byte (packet sent after only %2$llu ms)
HiddenShared, IAPSentWith255kResistor30Pin, This rule throws an error if the accessory has a 255kΩ resistor and sends an iAP packet., CurrentMFiHardwareSpecFileReference (pg. 37), 2.2, NO, NO, NO, Error, accessory sent iAP while presenting a 255 kΩ ID resistor
HiddenShared, IPodAttachWhenAccessoryAttached30Pin, This rule throws an error if the user attaches the iPod while the accessory is already attached. rdar://problem/8816913 Rules misfire instead of resetting after clear or accessory detach and reattach, N/A, 2.0, NO, NO, NO, Error, accessory must be disconnected before connecting an Apple Device
HiddenShared, SecondByteNotSyncByte, This rule throws an error if the second byte sent by a connected accessory is not a sync byte (0xFF).  This is because the accessory must send a solo sync byte packet first followed by a full packet which starts with a sync byte, CurrentMFiFirmwareSpecFileReference (2.2.1), 1.1, NO, NO, NO, Error, accessory must send an additional sync byte packet first
HiddenShared, SyncByteSentOverUSB, This rule throws a warning if the accessory sends sync bytes (0xFF) before the start of packet byte (0x55) on the  USB transport., CurrentMFiHardwareSpecFileReference (pg. 52), 2.1, NO, NO, NO, Warning, accessory should not send sync byte (0xFF) on this transport
HiddenShared, TrafficSentBeforeAccessoryPowerTurnedOn30Pin, This rule throws an error if the accessory sends any iAP traffic before accessory power goes high. (This rule is implemented as Objective-C code in processEvent in RulesetController.), CurrentMFiHardwareSpecFileReference (pg. 35), 1.1, NO, NO, NO, Error, accessory sent iAP command before iPod provided accessory power via pin 13
HiddenShared, TrafficSentButPin20NotGrounded30Pin, This rule throws an error if the accessory sends iAP traffic while pin 20 is ungrounded.  By virtue of the fact that the pin 20 measurement only arrives from the ATS 30-pin Box_ this rule only runs on accessories that communicate via iAP-over-UART over the 30-pin connector.  It should not and does not apply to USB or BT., CurrentMFiHardwareSpecFileReference (Table 2-10), 1.1, NO, NO, NO, Error, accessory sent data but accessory detect (pin 20) was not grounded
HiddenShared, TrafficSentWithin80msOfAccessoryPower30Pin, This rule throws an error if a connected (ACC_DETECT driven low) accessory sends any iAP traffic earlier than 80 ms after Accessory Power goes high.   (This rule is implemented as Objective-C code in processEvent in RulesetController.), CurrentMFiHardwareSpecFileReference (pg. 35), 1.1, NO, NO, NO, Error, accessory did not wait 80 ms after seeing Acc Power high before sending the first byte (sent after only %llu ms)
HiddenShared, TrafficSentWithoutUsesiAPClaim, This rule throws an error if the accessory sends iAP traffic but the _Uses iAP_ claim was not selected. (This rule is implemented as Objective-C code in processEvent in RulesetController.), N/A, 1.3, NO, NO, YES, Error, accessory sent iAP data but the accessory's claims indicate it does not communicate via iAP
HiddenShared, UnexpectedAccResistor30Pin, This rule throws an error if an ID resistor is detected but no resistor has been claimed.  Because the claims UI only allows for supported resistor values to be specified_ this rule will fire if the accessory resistor is deprecated or reserved., N/A, 1.0, NO, NO, YES, Error, an ID resistor is present_ but the accessory's claims do not indicate support
HiddenShared, VbusDrivenWithoutUSBChargingPowerSourceClaim30Pin, This rule throws an error if the accessory drives Vbus but the ClaimNameUSBChargingPowerSource claim was not selected. Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory is driving Vbus_ but the accessory's claims do not indicate support
AssistiveTouch, AssistiveTouchRequiredCommandsNotSeenCA, Fire an error during the AssistiveTouch test if AssistiveTouch was not turned on, N/A, 3.0, NO, NO, NO, Error, the required commands were not seen during the AssistiveTouch test
AssistiveTouch, AssistiveTouchWithoutAccessoryCapsToken, This rule throws an error if the SetiPodPreferences or an iPodPreference token uses AssistiveTouch without first claiming capability for it during IDPS, CurrentMFiFirmwareSpecFileReference (Table 3-71), 2.2, NO, NO, NO, Error, accessory sent %1$@ without declaring AssistiveTouch capability during IDPS
AssistiveTouch, AssistiveTouchWithoutLingoOptions, This rule throws an error if SetiPodPreferences or an iPodPreference token uses AssistiveTouch without first verifying iPod support from RetiPodOptionsForLingo, CurrentMFiFirmwareSpecFileReference (1.14), 2.2, NO, NO, NO, Error, accessory sent %1$@ without receiving RetiPodOptionsForLingo for Simple Remote with AssistiveTouch bit
VoiceOver, InvalidScaleDisplayFactor, This rule throws an error if the accessory sends an event type 0x10 (Scale Display Factor) with a  factor of 0., CurrentMFiFirmwareSpecFileReference (Table 4-36), 1.5, NO, NO, NO, Error, accessory sent VoiceOverEvent with invalid Scale Display Factor
VoiceOver, VoiceOverEventLastSectionsDiffer, This rule throws an error if an accessory sends VoiceOverEvent for event type 0x0A (Input Text) or 0x16 (Speak String) and the last section index differs within a series., CurrentMFiFirmwareSpecFileReference (Table 4-36), 1.5, NO, NO, NO, Error, accessory sent VoiceOverEvent for event type %1$u (0x%1$02X) with different last section value
VoiceOver, VoiceOverEventMultipleSectionsOutOfOrder, This rule throws an error if an accessory sends VoiceOverEvent for event type 0x0A (Input Text) or 0x16 (Speak String) with multiple sections that are out of order or duplicate., CurrentMFiFirmwareSpecFileReference (Table 4-36), 1.5, NO, NO, NO, Error, accessory sent VoiceOverEvent either out of order or duplicated
VoiceOver, VoiceOverEventWithMixedEventTypes, This rule throws an error if an accessory sends VoiceOverEvent for event type 0x0A (Input Text) or 0x16 (Speak String) and mixes the event types within a series., CurrentMFiFirmwareSpecFileReference (Table 4-36), 1.5, NO, NO, NO, Error, accessory sent VoiceOverEvent and mixed usage of event type 10(0x0A) and event type 22(0x16) within a series
VoiceOver, VoiceOverRequiredCommandsNotSeenCA, Fire an error during the VoiceOver test if a VoiceOverEvent command was not seen, N/A, 3.0, NO, NO, NO, Error, the required commands for the VoiceOver test were not seen
CommunicationwithiOSApplications, AccessoryDataTransferAfterSessionClosed, This rule throws a warning if the accessory sends an AccessoryDataTransfer for a session ID that was closed by the iPod., CurrentMFiFirmwareSpecFileReference (3.3.46), 1.3, NO, NO, NO, Warning, accessory sent AccessoryDataTransfer for a session ID which the iPod already closed
CommunicationwithiOSApplications, AccessoryDataTransferAfterSessionClosedAndACKed, This rule throws an error if the accessory sends an AccessoryDataTransfer for a session ID that was closed by the iPod and ACKed by the accessory., CurrentMFiFirmwareSpecFileReference (3.3.46), 2.2, NO, NO, NO, Error, accessory sent AccessoryDataTransfer for a session ID which the iPod already closed and accessory acknowledged closed
CommunicationwithiOSApplications, AccessoryDataTransferBeforeOpenDataSessionForProtocolACKed, This rule throws an error if the accessory sends an AccessoryDataTransfer command before successfully DevACK'ing  an OpenDataSessionForProtocol command from the iPod., CurrentMFiFirmwareSpecFileReference (3.3.48), 1.3, NO, NO, NO, Error, accessory sent AccessoryDataTransfer before sending an AccessoryAck indicating success in response to OpenDataSessionForProtocol
CommunicationwithiOSApplications, CloseDataSessionNotDevACKed30Pin, This rule throws an error if the accessory fails to send DevACK in response to CloseDataSession within 500 ms, CurrentMFiFirmwareSpecFileReference (3.3.46), 1.5, NO, NO, NO, Error, accessory failed to respond to CloseDataSession with an AccessoryAck within 500 ms
CommunicationwithiOSApplications, CommWithAppsClaimedWithoutValidAccessoryCapsToken, This rule throws an error if the accessory claims support for _Communication with iOS Applications_  but does not set the correct bit (bit 9) for this feature in its AccessoryCapsToken., N/A, 1.3, NO, NO, YES, Error, accessory's claims indicate support for iOS applications but the accessory sent an AccessoryCapsToken without the appropriate bit set
CommunicationwithiOSApplications, CommWithAppsCommandSentWithoutCommWithAppsAccessoryCapsTokenACKed, This rule throws an error if the accessory sends a communication with iOS applications-related command but did not receive an ACK from the iPod for an AccessoryCapsToken with the appropriate bit set., CurrentMFiFirmwareSpecFileReference (1.7.1), 1.3, NO, NO, NO, Error, accessory sent an iOS-related command but did not receive acknowledgement for iOS applications in AccessoryCapsToken
CommunicationwithiOSApplications, CommunicationWithiOSApplicationsRequiredCommandsNotSeenCA, Fire an error during the Communication with iOS Applications test if a data transfer (from Apple device or accessory) and the Apple device didn't reject support, N/A, 3.0, NO, NO, NO, Error, the required commands were not seen during the Communication with iOS Applications test
CommunicationwithiOSApplications, DidNotWaitForSessionSpaceAvailableAfterSessionWriteFailure, If the accessory receives an ACK status of SessionWriteFailure (0x17)_ it must wait for this notification  before retrying an AccessoryDataTransfer command in the same session.  This rule will fire an error if the accessory trys to send AccessoryDataTransfer before seeing the SessionSpaceAvailable notification, CurrentMFiFirmwareSpecFileReference (3.3.54), 2.0, NO, NO, NO, Error, accessory must wait for SessionSpaceAvailable notification before sending AccessoryDataTransfer for session ID %1$hu
CommunicationwithiOSApplications, EAProtocolTokenOrBundleSeedIDPrefTokenWhenCommunicationWithiOSUnusable, This rule throws an error if the accessory sends an EAProtocolToken or BundleSeedIDPrefToken after the iPod has sent RetiPodOptionsForLingo for General Lingo with bit 13 (Communication with iOS applications) set to 0_ or after the iPod has responded with a non-zero ACK to GetiPodOptionsForLingo for General Lingo, CurrentMFiFirmwareSpecFileReference (Table 3-2), 2.0, NO, NO, NO, Error, accessory sent %1$@ without first receiving RetiPodOptionsForLingo for General lingo with option bit 13 (0x0D) set
CommunicationwithiOSApplications, FlowControlNotificationIgnored, This rule throws an error if the accessory sends an AccessoryDataTransfer before waiting the appropriate amount of  time specified by a flow control notification from the iPod., CurrentMFiFirmwareSpecFileReference (3.3.48), 1.3, NO, NO, NO, Error, accessory sent AccessoryDataTransfer before waiting the amount of time specified by a flow control notification
